 published_at , author ,source_name,title ,description
2022-01-05T13:08:00Z,,Reuters,"Wells Fargo, Salesforce, Sony - Reuters","U.S. stock index futures were subdued on Wednesday ahead of minutes from the Federal Reserve's December meeting, even as big technology stocks continued to fall, with Salesforce.com declining after a brokerage downgrade"
2022-01-05T08:52:00Z,,Reuters,Tech weakness drag Hong Kong shares lower - Reuters,"Hong Kong's Hang Seng index closed lower on Wednesday, as tech shares mirrored global weakness, while China's top market regulator announcing new fines on leading technology companies also weighed on sentiment."
2022-01-05T14:18:00Z,,Reuters,"Salesforce, Mainz Biomed - Reuters","U.S. stock indexes were set for a lower open on Wednesday ahead of minutes from the Federal Reserve's December meeting, as big technology stocks extended their fall."
2021-12-28T10:40:00Z,,Reuters,China's Ant Group to stop operating crowdfunded medical aid service - Reuters,"Alibaba's <a href=""https://www.reuters.com/companies/9988.HK"" target=""_blank"">(9988.HK)</a> fintech affiliate Ant Group <a href=""https://www.reuters.com/companies/688688.SS"" target=""_blank"">(688688.SS)</a> will cease operation of its online crowdfunded medica…"
2022-01-06T16:12:00Z,,Reuters,"Rivian, JD.com, Plus Therapeutics, Bed Bath & Beyond - Reuters","Wall Street's main indexes fell in choppy trading on Thursday after minutes from the Federal Reserve's last meeting struck a hawkish note, pushing down shares of big technology companies and buoying economy-sensitive cyclical sectors."
2022-01-20T09:59:00Z,,Reuters,EXCLUSIVE TikTok owner ByteDance's revenue growth slowed to 70% in 2021 - sources - Reuters,"ByteDance, the owner of short video app TikTok, saw its total revenue grow by 70% year-on-year to around $58 billion in 2021, according to two people familiar with the matter, slower growth than a year earlier as China tightens its grip on big tech companies."
2021-12-30T15:41:00Z,,Reuters,IShares ESG fund suffered 91% drop in assets under management this week - Reuters,"The iShares ESG MSCI EM Leaders ETF <a href=""https://www.reuters.com/companies/LDEM.O"" target=""_blank"">(LDEM.O)</a> suffered heavy outflows this week, according to public data, leading to a tenfold drop in the assets managed by the exchange-traded fund focuse…"
2022-01-21T08:35:00Z,,Reuters,Ant Group is connected to former Hangzhou party secretary's corruption case - FT - Reuters,"Ant Group is connected to a corruption scandal involving the former party secretary of Chinese technology hub Hangzhou, the Financial Times reported on Friday, citing public records and sources."
2021-12-27T15:21:00Z,,Reuters,BUZZ Chinese stocks mixed as Beijing proposes tighter regulations - Reuters,"** Chinese government will require that domestic firms in sectors off-limits to foreign direct investment receive clearances before they can list their shares offshore <a href=""/world/china/china-tightens-scrutiny-offshore-listings-sectors-off-limits-foreign-…"
2022-01-21T22:25:00Z,,Reuters,China says will probe corrupt behaviour behind internet platform monopolies - Reuters,"China's top anti-graft watchdog said it would focus on ""new challenges and new situations"" in its corruption crackdown, pledging for instance to investigate and punish any corrupt behaviour found behind internet platform monopolies."
